tweet,side-effect,ineffective,rushed,pharma,mandatory,unnecessary,political,ingredients,conspiracy,country,religious,none
 87 russians want vaccine body government extort get anyway people make wrong choice government choice step correct decision people,0,0,0,0,1,0,0,0,0,0,0,0
 string deaths young people pfizer covid19 vaccine spook families government assures real risk adverse events covid19 deaths korea safety vaccine,1,0,0,0,0,0,0,0,0,0,0,0
 angrycardio erictopol hold youre saying pfizer blood sucking corporate thats trying push untested vaccine arms,0,0,1,1,0,0,0,0,0,0,0,0
 dr mike yeadon former chief scientist vicepresident pfizer respiratory research confirmed truth healths stop shot conference covid19 vaccine spike proteins appear echo placenta protein vaccinated pregnant women,1,0,0,0,0,0,0,0,0,0,0,0
 im seriously worried phase 1 2 trials done small number volunteers one cannot recommend drug vaccine based india covaxin,0,0,1,0,0,0,0,0,0,0,0,0
 nadinedorries 1996 pfizer conducted unapproved clinical trial involved children meningitis nigeria trials led deaths 11 children dozens left disabled,1,0,0,1,0,0,0,0,0,0,0,0
 really gonna get vaccine man might something,0,0,0,0,0,0,0,0,0,0,0,1
 nbcnews sinovac might reason infection numbers soar among world chinese vaccine corona sinovac may ineffective people got might spreading virus needs investigation asap,0,1,0,0,0,0,0,0,0,0,0,0
 annerockwell13 theres much since 2013 flu vaccine development uses different cell lines species carry coronavirus,0,0,0,0,0,0,0,1,0,0,0,0
 theliamsturgess jeanmarcbenoit cdc fda monitoring reports guillainbarré syndrome gbs people received jjjanssen covid19 vaccine per cdc website,1,0,0,0,0,0,0,0,0,0,0,0
 eclecticradical rosy outlook virus loathe biden think people vaccinated spring 2022 going get deeply unearned credit defeating covid thing people largely know better pr,0,0,0,0,0,0,1,0,0,0,0,0
 bharatbiotech proving unreliable untrustworthy modi allows exploit loot indians worlds expensive vaccine without data icmrdelhi cdsco_india_inf complacent loot releasethedata covaxinkaraaz,0,0,1,0,0,0,1,0,0,0,0,0
 aleksei navalny putins opponent apparently poisoned russian security services germany spirited siberia would never take vaccine developed russia fear would like jim jones coolaide im sure trump promoting loves putin,0,0,0,0,0,0,0,0,0,1,0,0
 cbcnews bio weapon planned patented virus pinbright corporation vaccine already present combat actual fact contain contaminants introduce cancer people,1,0,0,0,0,0,0,0,0,0,0,0
 astrazeneca wins coronavirus vaccine deal germany france italy netherlands sounds fishy fishy hell unproven vaccine everybody world clamouring india included,0,0,1,0,0,0,0,0,0,0,0,0
 thattrishburns jessicabrowsing jeromeadamsmd potus first infection year dose moderna lung covid think definitely needs brought everyone says safe effective needs remember isnt always heart clotting conditions aside covid,1,0,0,0,0,0,0,0,0,0,0,0
 vaers 50ymoderna covidvaccine gangrene amputation thrombosis reported consumer subsequently medically confirmed occurrence thrombosis blood clots thrombectomy two clots removed gangrene leg amputation,1,0,0,0,0,0,0,0,0,0,0,0
 netan_yahoo vijaita chaitanya5 xeltigerx ks_sunner total outrage guruji circumcision infact even vaccination much hate parents send kids school wishes education ruined country look kerala ur state,0,0,0,0,1,0,0,0,0,0,0,0
 carmenshier cbcnews doctors said think metals vaccine thats causing neurological reaction 215 jan 18 2021 rt womans severe reaction pfizer covid vaccine prompts investigation youtube,1,0,0,0,0,0,0,0,0,0,0,0
 thetahirsarwar add bio warfare doubt mind covid deliberately released western vaccines main responsible mutations stupid elite rushing moderna theyve bought fear,1,0,1,0,0,0,0,0,1,0,0,0
 vaccine infect coronavirus give covid19 never exposed covid,1,0,0,0,0,0,0,0,0,0,0,0
 vallriamello oye_jahazi jairbolsonaro narendramodi also thats entirely point view guys shouldnt use chinese vaccine 50 efficacy good nothing end indians really glad help u guys,0,1,0,0,0,0,0,0,0,0,0,0
 jimcorrsays would pfizer spend much mrna vaccine tech 2018 pushed market special dispensation litigation werent real pandemic,0,0,0,1,0,0,0,0,0,0,0,0
 dont stupid warned miserable country stupid huge ccpvirus vaccination bet scandalized ccp sinovac shots chile shuts capital santiago covid19 vaccines fail quell rampant cases,0,1,0,1,0,0,0,0,0,0,0,0
 mssmartypanda thats died died malnutrition vaccine even works 2550 time weve never close herd immunity wouldnt surprised trend vaccination actually causes next major outbreak mutation meh,1,0,0,0,0,0,0,0,0,0,0,0
 steshakee ericv_for3 danrather stesha israel says pfizer efficacy infection 39 jnj probably worse vaccinated people brewing variants apparently quite often exposure another person belongs joint category condescending wrong,0,1,0,0,0,0,0,0,0,0,0,0
 waiting government fund vaccine need vaccine imposes allowing use coronavac covaxin ironic,0,0,0,0,1,0,1,0,0,0,0,0
 promising safe moderna vaccine trial causes severe adverse events alliance natural health,0,1,0,0,0,0,0,0,0,0,0,0
 refuse vaccination acclaimed french doctor unloads covid vaccine news lifesite,1,0,0,0,0,0,0,0,0,0,0,0
 quackcine itll interesting see creative gaslighting gets time one knows exactly causes bells palsy resolves time 91220 covid19 four pfizer vaccine trial volunteers develop bells palsy,1,0,0,0,0,0,0,0,0,0,0,0
 covid19 autistic 15 year old girl syndrome died 34 days taking moderna vaccine cardiac arrest,1,0,0,0,0,0,0,0,0,0,0,0
 bijans risk vaccine mortality rate low similar influenza people 50 doesnt make sense trust immune system better still parent take comfort knowing risk death lower risk flu children,0,0,0,0,0,1,0,0,0,0,0,0
 nigel_farage stay away poison make public pfizer patent si take look whats,0,0,0,0,0,0,0,1,0,0,0,0
 adepstein1 jeremyvineon5 thejeremyvine stormhuntley emmadabiri beverleyturner channel5_tv jeremy vine spouting nonsense vaccine refusers uncontaminated want play russian roulette experimental vaccines thats dont say didnt warn everything goes pear shaped,0,0,1,0,0,0,0,0,0,0,0,0
 alan__020 pepelep48542643 neither az pfizers waxx contain slightest trace pathogen vaccine btw virus never isolated,0,0,0,0,0,0,0,1,0,0,0,0
 coronavirus vaccine pfizer given protection legal action uk government independent safewhat need,1,0,0,1,0,0,0,0,0,0,0,0
 aah hasnt pfizer ceo injected covid19 vaccine via entrepreneur soyentrepreneur,0,0,0,0,0,0,0,0,0,0,0,1
 lbc course vaccine welcome know nothing durability immunity need long term safety data need know effective different age groups different ethnic racial groups pfizer covid19vaccine lbc bbcwato wato,0,1,0,0,0,0,0,0,0,0,0,0
 blaklamb ru_awake_yet radrad67743963 saucy got sauce go everything goes better yummy sauce clear gates patented lucaferase covid vaccine,0,0,0,0,0,0,0,0,0,0,0,1
 ellif_dwulfe michelledewbs unproven covid vaccine fast tracked skip long testing previous vaccines need study long term effects vaccines development listed dead pfizer dev one buy eg oxford one,0,1,1,0,0,0,0,0,0,0,0,0
 johnson also said rely vaccines alone sudden vaccines addressing delta suspect variant mutation undoubtly appear perhaps simple 2 metre rule washing hands isolation key virus,0,1,0,0,0,0,0,0,0,0,0,0
 question vaccine brainer everyone taking seem like sitting play russian roulette,0,0,0,0,0,0,0,0,0,0,0,1
 honeedesigner give gates vaccine democrats desperately want vaccine republicans independents left alive immediately america improved,0,0,0,0,0,0,1,0,0,0,0,0
 lcdviews hes studying pros cons abomination vaccine passports,0,0,0,0,1,0,0,0,0,0,0,0
 fielders_80 notsojunkdna megtirrell better vaccine according pfizer vaccine performed child pharma would thrilled need children experimental vaccine,0,0,1,0,0,0,0,0,0,0,0,0
 via newscomauhq see comments snapshot understandable fear astrazeneca vaccine try offering compensation complications az vaccination still wont get takers,1,0,0,0,0,0,0,0,0,0,0,0
 anon_a_moosecad beardtormund lisabback2009 globalnews chexnewswatch jeebus balls youre picking shit shovel wouldnt care 1 mortality rate 6 whatever vaccinated never get virus get go get vaccinated ill take risk fair,0,0,0,0,0,0,0,0,0,0,0,1
 lucky enough get second covid jab probably another vaccine brand pfizer jabs caused many elderly deaths norway information though marr,1,0,0,0,0,0,0,0,0,0,0,0
 dooshbag36 vicderbyshire astrazeneca sajidjavid agree glad told vaccine got long covid stroke vaccine safe blood clot severe allergy happy wait alternative like therapeutics hate seeing damage,1,0,0,0,0,0,0,0,0,0,0,0
 hey johnson johnson single shot vaccine approved lady im good give women cervical cancer,1,0,0,0,0,0,0,0,0,0,0,0
 johnrampton doubts vaccine im anti vaccines fact real vaccine doesnt prevent get covid,0,1,0,0,0,0,0,0,0,0,0,0
 realdonaldtrump stop spreading hysteria covid 19 crime humanity terrorism control society fear covid 19 fears big pharma spreading fear everyone take vaccine make billions mm arr,0,0,0,1,0,0,0,0,1,0,0,0
 thought covid shutdowns restrictions going end electionyou wrong thought theres vaccineyou wrong fascism taken control country backdoor public safety media runs defense,0,0,0,0,0,0,1,0,0,0,0,0
 bopanc astrazeneca wsj 6 brain thrombosis internal hemorrhage 2 deaths 120 000 vaccinated astrazeneca call isolated chance dying covid 40 years old less,1,0,0,0,0,0,0,0,0,0,0,0
 jeffereyjaxen definitely trying save face seen latest pfizers vaccine bells palsy another vaccine coincidence,1,0,0,0,0,0,0,0,0,0,0,0
 dag825 heatherhegedus pfizer boston25 hate agree dont trust vaccines,0,0,0,0,0,0,0,0,0,0,0,1
 vaccinated af shall get itchy af pfizer,1,0,0,0,0,0,0,0,0,0,0,0
 zombie_buffet pewpewtxn yeah bc read press releases directly pfizer entered contract us govt gave biontech honestly believe would create vaccine hand without recuperating costs sure tell ya,0,0,0,1,0,0,0,0,0,0,0,0
 thelazymerican michelejeanne3 tomilahren gavinnewsom vaccine 100 efficacy viruses often mutate new flu vaccine cocktail every year many people get annual vaccine still get influenza virus learned livewithit covid openbusinessnow,0,1,0,0,0,0,0,0,0,0,0,0
 matthancock hiv vaccine cancer vaccine common cold vaccine etc etc yet 1 year vaccine covid 19 doesnt make sense told yesterday motorbike accident rider died scene yet death cert covid19,0,0,1,0,0,0,0,0,0,0,0,0
 sw2boro gazsez forest_fr1ends possible chips nanometre size anyhow would happy taking vaccine created tested 10 months im sure hell,0,0,1,0,0,0,0,1,0,0,0,0
 borisjohnson taking doesnt stop spread doesnt get us lockdown literally reason take else dont trust vaccine wide open borders last year letting new variants thousands false covid death stats,0,1,0,0,0,1,0,0,0,0,0,0
 brazil going use sino pharma sinovack covid19 china made vaccines pfizer didnt go well health brazilians president bolsonaro said pfizer vaccine dangerous side effectsdrmingmasherpa,1,0,0,0,0,0,0,0,0,0,0,0
 mark_the_duffer dwnews c_drosten civil liberties taken away based incorrect model 500000 deaths say 5700 deaths based figure government wrong draft pass coronavirus bill late course wont repeal reviewed vaccine yet,0,0,0,0,0,0,1,0,0,0,0,0
 good morning healthy 13yearold dead three days second pfizer vaccine maybe cdcgov could get around emergency meeting still celebrating juneteenth,1,0,0,0,0,0,0,0,0,0,0,0
 nation scientifically illiterate bedwetters happy accept fudged figures draconian restrictions freedoms virus 999 recovery rate people desperate swap natural immunity corporate vaccine return normal forcibly removed,0,0,0,1,1,1,0,0,0,0,0,0
 people got 2 shots pfizerbiontech vaccine got 8 times infected south african coronamutationvariant unvaccinated ansteckungsgefahr mit sa mutante 8 mal höher bei geimpften,1,0,0,0,0,0,0,0,0,0,0,0
 matthancock vaccine doesnt prevent covid infections prevent transmission might lessen severity symptoms us never experience let pull pfizer rap sheet fave part debunking insanity,0,1,0,0,0,0,0,0,0,0,0,0
 borisjohnson second jab according science claim follow given 34 weeks first whats matter worried enough economically useless people poor sick old die vaccinated properly,1,0,0,0,0,0,0,0,0,0,0,0
 better understanding coviduk problem facing borisjohnson gained looking double vaccinated age time see increased cases 30s double jabbed catch older folk breakthrough covid19 vaccine failure auspol,0,0,0,0,0,0,1,0,0,0,0,0
 stevefda get grip fda chief lied 35 mortality rate 35 difference high dosage low dosage zero placibos involved trumps pushing convalescent plasma us putin pushes vaccine russian citizens,0,0,0,0,0,0,1,0,0,0,0,0
 4rgrls tinasmit1 meetthepress vinguptamd like flu chicken pox meningitis staph strep rotovirus shingles hiv exercise healthy diet prevent covid vaccine 996 recovery rate everyone must attitude ridiculous pick cure ill pick mine,0,0,0,0,0,1,0,0,0,0,0,0
 absolutely submit vaccine passport nonsense massive threat engineered people,0,0,0,0,1,0,0,0,0,0,0,0
 realcandaceo please clarify statement point better thought getting vaccine instead pfizers vaccine feel suspicious knowing gates involved,0,0,0,0,0,0,1,0,0,0,0,0
 montaigne01 alexberenson zekeemanuel scottgottliebmd yes pointed sec investigate since pushes panic pfizer board member panic netted pfizer 22b prior efficacy data crook attention whore belongs jail never allowed tv covid,0,0,1,1,0,0,0,0,0,0,0,0
 catastrophe 20 human test subjects severely injured gatesfauci coronavirus vaccine moderna three volunteers developed grade 3 systemic events defined fda preventing daily activity requiring medical intervention,1,0,0,0,0,0,0,0,0,0,0,0
 skeptical point view absolutely need vaccines extinguish pandemic effectively dr mike yeadon pfizers former vice president chief scientist,0,0,0,0,0,1,0,0,0,0,0,0
 charliekirk11 im taking crap vaccinenot going force kid either novaccineforme,0,0,0,0,0,0,0,0,0,0,0,1
 jackit wrong remove information regard victims globally died use pfizerand facial paralysis people need know,1,0,0,0,0,0,0,0,0,0,0,0
 report heavy metal baby food says interferes way brain wired metal vaccines worry food vaccine whyplease look consider vaccines,0,0,0,0,0,0,0,1,0,0,0,0
 anon_a_moosecad beardtormund lisabback2009 globalnews chexnewswatch whole point scared get vaccinated protect since protect getting vaccinated doesnt affect youre protected remember,0,0,0,0,0,1,0,0,0,0,0,0
 pauloesco orangeman1992 neither one shot vaccine pfizer annual booster kills compliance merck one shot vaccine p3 us uk latino blacks elderly trials az pfizer failed include minorities elderly,0,0,0,0,0,0,0,0,0,0,0,1
 dont trust russian technology hence would reluctant among first receive dose covid19 vaccine,0,0,0,0,0,0,0,0,0,1,0,0
 fufuenthusiast oatzmilk cruddydre_ youre vaccinated youre protected right catch wouldnt risk passed vaccination,0,1,0,0,0,0,0,0,0,0,0,0
 difference vaccine 95 efficacy one 65 efficacy first one works seven times well second doubt british government invested heavily oxford one thats well get except probably rich people,0,1,0,0,0,0,0,0,0,0,0,0
 thesimersons yep multiple studies showing corona virus vaccine never work deadlyany type corona man made bioweapon course even worse,1,1,0,0,0,0,0,0,1,0,0,0
 well better lost confidence pfizer biontech vaccine causes allergic reaction people alternative,1,0,0,0,0,0,0,0,0,0,0,0
 good reason finetune covid19 treatment better desperately find vaccine worse get shot chinese one,0,0,0,0,0,0,0,0,0,0,0,1
 virusesimmunity well say messengerrna vaccine doesnt get dna dont say ectopic pregnancy doesnt happen either,1,0,0,0,0,0,0,0,0,0,0,0
 damn got email damn covid vaccine really really military forced get shit even dont want,0,0,0,0,1,0,0,0,0,0,0,0
 theleftlostit washingtonpost manufacturers vaccine saying wanted early release done reading russian vaccine issues history swine flu vaccine president ford,0,0,1,0,0,0,0,0,0,1,0,0
 experimental covid vaccines risky gambling lives health well americans sellout covidvaccineisdangerous,1,0,0,0,0,0,0,0,0,0,0,0
 people refusing participate natural predicted outcome vaccine trials become guineapig real thing available way common man thinks 7080 reduction covaxin phase 3 trial participation,0,0,1,0,0,0,0,0,0,0,0,0
 smilinjack2099 cellytron 1976 tried mass vaccination swine flu people started dying guillain barre syndrome stopped got vaccine field house ohio state university hearded us rows machines blasted arms air,1,0,0,0,0,0,0,0,0,0,0,0
 anyone see vaccine working would need lockdown one seems see reason rules vaccine getting rid covid sajidjavid nadhimzahawi borisjohnson keir_starmer jonashworth,0,1,0,0,0,0,0,0,0,0,0,0
 live president trump urgent news conference white house sounds like mandated masks mandated gatesmoderna vaccines without longterm studies adverse effects one vax doesnt fit via youtube,1,0,1,0,1,0,0,0,0,0,0,0
 politicsforali thesun makes sense vaccine doesnt stop transmission whats point forcing vaccination attend events,0,1,0,0,1,0,0,0,0,0,0,0
 cant legal mandate covid vaccines go live woods away humanity try,0,0,0,0,1,0,0,0,0,0,0,0
 remember immune system extremely efficient protecting us virus study indicates antibodies injected anticovid vaccine best idea,0,0,0,0,0,1,0,1,0,0,0,0
 saveourrightsuk dont want vaccine wanted check bill gates make pfizer vaccine,0,0,0,1,0,0,0,0,0,0,0,0
 clivethefirst johnaita00 realcarlvernon dont get wrongi dont deny covid19 got probably around march april wife lost sense smell today even baby got probably plenty people got know also 3040 people died denmark due vaccine elderly people,1,0,0,0,0,0,0,0,0,0,0,0
 astra zeneca covid vaccine proven safe 4 pregnat woman thier un born baby also children deal keep takeing anti oxidents,1,0,0,0,0,0,0,0,0,0,0,0
 simonharristd make sure vaccine corona free grown dog tissue could create virus storm kids contract covid happened us military last year science reported dont,0,0,0,0,0,0,0,1,0,0,0,0
 two people given pfizer vaccine allergic reactions mean talk covid vaccines safe use,1,0,0,0,0,0,0,0,0,0,0,0
 palachook says population vaccinated course risk community transmission shame doesnt realise evidence vaccination prevents transmission idiotsingovernment,1,0,0,0,0,0,0,0,0,0,0,0
 potus doj hhsgov pfizer whats vaccines people right know pfizer u work billgates needs disclosed pfizer hhsgov family members received vaccine bout start let us know goes,1,0,0,1,0,0,0,1,0,0,0,0
 employer called asked gettin covid vaccine big hell,0,0,0,0,0,0,0,0,0,0,0,1
 saltyseadog7 raspber77407206 borisjohnson boris following expert advice couple shills vested interests testingvaccine industry half decent pm would thrown months ago 2ndlockdown johnsonmustgo,0,0,0,0,0,0,1,0,0,0,0,0
 prior health complications getting cheap vaccine like cancer something vaccine going react,1,0,0,0,0,0,0,0,0,0,0,0
 geoohhm lol mean really depends mean im opposed taking likely hood covid killing like 99 unlikely feel like vaccine taken high risk health complications working medical professional,0,0,0,0,0,1,0,0,0,0,0,0
 thecarolemalone johnrealsmith anyone realizing corona crisis planned years advance tool destroy western economies install police state regimes inject everyone poison vaccine try reading,0,0,0,0,0,0,0,1,1,0,0,0
 try scare people getting vaccinei getting vaccines vegan healthy life toxicvaccinescovid19 boris johnson warns europes third wave hit uk reassured eu doesnt want jabs blockade,0,0,0,0,0,0,1,0,0,0,0,0
 matthancock talking covid19 british vaccine achieve holy grail year flu jab yet never know mutation occur lucky may protection likelihood oxford coming rescue indeed slim,0,1,0,0,0,0,0,0,0,0,0,0
 people worried long term effects covid happy inject brand new vaccine possible long term effects human made vaccine rushed market covidiots pfizer,1,0,1,0,0,0,0,0,0,0,0,0
 moonstarfem yes think going make mandatory healthcare workers get vaccine cos know lot us work field,0,0,0,0,0,0,1,0,0,0,0,0
 ingrahamangle im trump fan hes wrong one pfizer soros took position 2017 go right ahead take vaccine hasnt properly tested turn coat rs allowed biden steal election,0,0,1,0,0,0,1,0,0,0,0,0
 plmilliron catturd2 harrylitman next pandemic comes youll need get another vaccine passport another forth forcing compliance survival something fascists would,0,0,0,0,0,0,1,0,0,0,0,0
 sucks wanting go nyc dont like government forcing take vaccine,0,0,0,0,1,0,0,0,0,0,0,0
 lozzafox adore queen respectfully declining vaccine gstq,0,0,0,0,0,0,0,0,0,0,0,1
 covid vaccine rush could make pandemic worse say scientists covid19 humanrights humanrightsviolations humanatariancrisis healthandsafety,0,0,1,0,0,0,0,0,0,0,0,0
 former pfizer chief says mass vacinate something smelly going,0,0,0,0,0,0,0,0,0,0,0,1
 covid20 released need upgrade vaccine 20 covid 21 22 time captivating keynote presentations darkened auditoriums pretty graphics selling newest medical nanotechnology bonded dna,1,0,0,0,0,0,0,0,1,0,0,0
 christinepolon1 norvilgirl use bloviating nut case family subject every freakin vaccine creates watch health next 15 years decide want,1,0,0,0,0,0,0,0,0,0,0,0
 working reinforce toxicpenguincolony catalogueofcompoundsandgenes preparing sue joe biden whoever violates constitutional rights w vaccine passports bunk sciences bill gates monopoly science coloroflaw,0,0,0,0,1,0,0,0,0,0,0,0
 brianlilley need calm history potential adverse outcomes vaccines demand ensuring vaccine safety prior use means many valiant efforts create vaccine indeed fall one blamed surely pmjustin,1,0,0,0,0,0,0,0,0,0,0,0
 jamesmelville fda knows thats theyve insisted new trials specifically directed myocarditis pfizer rebrands vaccine cominarty,1,0,0,0,0,0,0,0,0,0,0,0
 number 4 meaning vaccine emergency licence prof neil main sales rep pfizer funded company allowed dail rte act voice public discuss merits vaccine despite world expert dolores cahill banned objective criticism,0,0,0,1,0,0,0,0,0,0,0,0
 yannyiakky pfizer vax literature insert comes box section 46 says hasnt tested fertility kind glaring omission want kids one day,0,0,1,0,0,0,0,0,0,0,0,0
 hughie1953 damaged organs another scare tactic media use get people beg vaccine months ago said covid could kill children backtrack,1,0,0,0,0,0,0,0,0,0,0,0
 crisis high ecigarettes vaccine injuries especially vaccine injuries mostly harm children cant make choice,1,0,0,0,0,0,0,0,0,0,0,0
 joebiden culture wars article covid19 scientific medical data concerning covid19 pandemic proves huge global geopolitical hoax w least 2 main immediate goals control reduction world population huge vaccine biz,0,0,0,1,0,0,0,0,1,0,0,0
 suecresswell01 flu killing people covid19 flu vaccines point mask wearing strict rules still cant control flu virus control covid19 vaccine,0,1,0,0,0,1,0,0,0,0,0,0
 56yearold greek woman dies minutes second pfizer vaccine ten minutes vaccinated complained burning pain chest back collapsed,1,0,0,0,0,0,0,0,0,0,0,0
 one thing fear pfizers fucking covid19 vaccine cause priapism,1,0,0,0,0,0,0,0,0,0,0,0
 jnj johnson johnson serialkillerceo alex gorsky killed people career top serial killers combined risperdal mesh hips babypowder singleshot covid vaccine next,1,0,0,1,0,0,0,0,0,0,0,0
 councillorsuzie matthancock vaccine went 70 95 effective within 24 hours truly tested moderna vaccine far better results know one govuk ordered least amount reality covidiot,0,0,1,0,0,0,0,0,0,0,0,0
 iromg lets face vaccine passports id cards guise health something government country wanting decades using covid excuse,0,0,0,0,0,0,1,0,0,0,0,0
 13yearold dies sleep three days receiving second dose pfizer vaccine young man underlying health issues death investigation,1,0,0,0,0,0,0,0,0,0,0,0
 4 people died 240 got covid19 israel injected pfizer experimental mrna vaccine,1,1,0,0,0,0,0,0,0,0,0,0
 antibodies fall rapidly infection much point vaccine illness dont even know youve got kill less 5 vaccine ineffective destroying economy borisjohnson covid19,0,1,0,0,0,0,0,0,0,0,0,0
 motherofthree 47 dies astrazeneca covid jab caused blood clots brain led stroke,1,0,0,0,0,0,0,0,0,0,0,0
 matthancock mhragovuk pfizer biontech_group granted exempt issues arising taking vaccine 100 safe properly tested surely isnt necessary,0,0,1,1,0,0,0,0,0,0,0,0
 jsolomonreports comes kids probably different parents never enough verification test proves safety vaccine,1,0,1,0,0,0,0,0,0,0,0,0
 rahulkanwal narendramodi didnt courtesy lead front take first vaccination pm country u vaccinating people covaxin still trials top politician stepping take vaccine bravo vaccineforindia,0,0,1,0,0,0,1,0,0,0,0,0
 cromwellstuff terrytmcgookin dominicraab borisjohnson houseofcommons global warming scam debunked money funding pandemicneeds vaccine scam viral stimulus gone wrong vaccine may never produced herd immunity possible lasting immunity level seasonal flu live,0,0,0,0,0,0,0,0,1,0,0,0
 like never covid get vaccine everything okay walk las vegas blvd summer night theres hydrogen cars everywhere emitting nitrogen dioxide boom september comes get sick,1,0,0,0,0,0,0,0,0,0,0,0
 4 people got bells palsey getting cv vaxx pfizer says vaxxine point take thing deserve get info,1,0,0,0,0,0,0,0,0,0,0,0
 teen hospitalized blood clots brain first dose pfizer vaccine childrens health defense,1,0,0,0,0,0,0,0,0,0,0,0
 tuckercarlson hi tucker spoke two guys ordering people stop lock see interview think need high figures give reason give everyone vaccine tested yet 5g connected say,0,0,1,0,0,0,0,0,0,0,0,0
 covid19 vaccine suspended causing blood clots covid19 ireland suspends astrazeneca vaccine via youtube,1,0,0,0,0,0,0,0,0,0,0,0
 mrjhills jpatter91510186 moderna_tx nejm systemic symptoms vaccine bad dont cd8 cell strong response getting vaccine every 2 3 months,1,1,0,0,0,0,0,0,0,0,0,0
 reuters goes thats world needs right defective chinese vaccine,0,0,0,0,0,0,0,0,0,1,0,0
 respect robertkennedyjr straightforward information everything thats going especially mandatory vaccine would remove god dna permanently quite possibly kill covidhoax cabal billgates moderna massgenocide nwo,1,0,0,0,1,0,0,0,0,0,1,0
 pfizer_uk scientists employed big pharma telling us great big pharma need big pharma truly get virus less 1 kill rate ridiculous wont fact checked fake news,0,0,0,1,0,1,0,0,0,0,0,0
 infelixuk bbcnews skynews amazonuk good since vaccine think made long covid heightened waiting johnson johnson need one jab booster,1,0,0,0,0,0,0,0,0,0,0,0
 dailymail see chinas list put orders absolutely notthey distributed bloody disease 1st place denied everything would want developed vaccine copy sell cheaply making huge profits worlds misery,0,0,0,1,0,0,0,0,0,1,0,0
 pfizer sure success rather exciting revelation flu virus knocking doors wont new mutants vaccine becomes inactive clinical use,0,1,0,0,0,0,0,0,0,0,0,0
 im anti vaxxer theres way im covid vaccine live low risk area im young healthy rushed dont trust anything regarding pandemic,0,0,1,0,0,1,0,0,0,0,0,0
 jeromeadamsmd cant understand variants whether flu covid impacted vaccineeither vaccine interacts designed virus doesnt right partial protection provided,0,1,0,0,0,0,0,0,0,0,0,0
 cmo_england weve 2 patients itu covid pneumonitis first vaccine 4 weeks ago govt placed frontline workers vulnerable clinical trial consent unethical follow pfizer scientific research studies recommendations,1,0,0,0,0,0,0,0,0,0,0,0
 lynn_gt enough slow spread believe politically acceptable levels rates thats still pursuing herd immunity stealth thats flog us vaccine plus tracking passportsso called nhs apps whatever,0,0,0,0,1,0,0,0,0,0,0,0
 genuinely reading thread open minded said vaccines getting closer lie define closer cant theyre close 18 years sars still vaccine suggest one close covid19 lie,0,1,0,0,0,0,0,0,0,0,0,0
 stltoday jacksuntrup glad man paying attention science conjecture covid 95997 recovery rate without vaccine way 9094 didnt take common core math 95 always greater number 90 94,0,0,0,0,0,1,0,0,0,0,0,0
 brasilmagic true ive opportunity speak several doctors highly skeptical pfizer vaccine due corporate special interests support supported,0,0,0,1,0,0,0,0,0,0,0,0
 johnredwood stevebakerhw us virus recovered dont wantor need vaccination trust immune system walked corner draconian action civil liberty must restored,0,0,0,0,0,1,0,0,0,0,0,0
 dominicraab billgates wellcometrust cepivaccines much bill paying dominic vaccination worried catching something doesnt work unless one really dont get logic,0,1,0,0,0,0,0,0,0,0,0,0
 ugh thank volunteer key coronavirus vaccine trial revealed left sickest ever life moderna coronavirus vaccine tester fainted high fever trial,1,0,0,0,0,0,0,0,0,0,0,0
 ru_awake_yet also said partnering pfizer gates sorros heavily involved know im taking vaccine even forced getting old wear maskdont wear mask ai recombinant rna etc focus whats import,0,0,0,1,1,0,0,1,0,0,0,0
 duh_e01577201 theafrolion z_e83 whitehouse look im taking vaccine especially since killed hank aaron rip,1,0,0,0,0,1,0,0,0,0,0,0
 vikramchandra thats also unlike oxford change rna cells body could hamper immune system long run normal flu vaccine 4050 percent efficiency,1,1,0,0,0,0,0,0,0,0,0,0
 aparapanos fire_syde idontthinksokid charlotte3003g wordwhisperer call vaccine injury specific one cause enough evidence say correlation doesnt mean causation look chemicals added preserve vaccine cause harm everyone thats look safer vaccines,0,0,0,0,0,0,0,1,0,0,0,0
 vincentcrypt46 must heavily invested moderna expensive vaccine hydroxychloroquine less expensive preventative method hysteria triggered bullshit radar,0,0,0,1,0,0,0,0,0,0,0,0
 trib_al new bbc presenter died blood clots receiving astrazeneca vaccine say family,1,0,0,0,0,0,0,0,0,0,0,0
 juliahb1 quite ironic im hairdresser runs business however vaccinated,0,0,0,0,0,0,0,0,0,0,0,1
 squawkcnbc scottgottliebmd anything gottlieb keep panic alive pfizer rest grifters make tens billions vaccines testing antivirals constantly wrong conflicted u look incentives u predict say always,0,0,0,1,0,0,0,0,0,0,0,0
 trust russia much trust us say dont trust want go take shot end gulag comrade would trust vaccine trump shows dont trust putin either russianvaccine,0,0,0,0,0,0,1,0,0,1,0,0
 sheilagunnreid rebelnewsonline trust vaccine masters bring canada ya know peeps tested werent given virus right pcr test cant isolate covid 19 corona common cold,0,0,1,0,0,0,0,0,0,0,0,0
 feralhogbacon annwilburn7 am_sron moderna_tx dont know anyone died dont know anyone got,1,0,0,0,0,0,0,0,0,0,0,0
 moderna ceo stated enough data yet get vaccine going get sick still infect others pediatric vaccine many months awayugh,0,1,1,0,0,0,0,0,0,0,0,0
 tomfitton washingtonq45 realdonaldtrump fda sec_enforcement would surprised considering biden pro forced vaccination meaning pfizer would able rake money forcing people buy product want,0,0,0,0,1,0,0,0,0,0,0,0
